CLAIM_ID,POLICYHOLDER_AGE,POLICYHOLDER_GENDER,WARRANTY,CLAIM_DATE,CLAIM_REGION,CLAIM_PROVINCE,VEHICLE_BRAND,VEHICLE_MODEL,CLAIM_AMOUNT_PAID,PREMIUM_AMOUNT_PAID
188924,55,F,GLASSES,03/06/2024,SARDEGNA,SS,FIAT,PANDA 3A SERIE,595.44,47.04
174237,23,M,CIVIL LIABILITY INSURANCE,10/07/2024,SICILIA,CT,YAMAHA,X-MAX 300,850.0,393.2
7064,29,F,CIVIL LIABILITY INSURANCE,27/08/2024,PIEMONTE,TO,FIAT,PANDA 2? SERIE,480.0,393.2
195675,86,M,CIVIL LIABILITY INSURANCE,20/07/2023,LOMBARDIA,VA,CITROEN,Berlingo 3a serie,5121.0,393.2
3243,45,F,TRAVEL ASSISTANCE,06/11/2023,TOSCANA,AR,APRILIA,SR 50,190.81,32.21
180868,58,M,CIVIL LIABILITY INSURANCE,11/03/2022,MARCHE,MC,AUDI,Q5 1a serie,1940.0,393.2
170370,31,M,GLASSES,17/02/2024,LOMBARDIA,BG,MERCEDES,CLASSE A  W/C169,513.0,47.04
210182,66,M,TRAVEL ASSISTANCE,14/03/2024,VENETO,TV,JEEP,GR.CHEROKEE 3A S.,158.6,32.21
155519,53,F,CIVIL LIABILITY INSURANCE,07/10/2023,EMILIA ROMAGNA,FC,DUCATI,MONSTER 696,1409.0,393.2
87891,41,F,TRAVEL ASSISTANCE,06/06/2022,SICILIA,ME,FIAT,Panda 3a serie,132.98,32.21
228730,89,F,CIVIL LIABILITY INSURANCE,09/01/2024,LOMBARDIA,BS,FIAT,PANDA 2A SERIE,2128.0,393.2
119536,67,M,NATURAL DISASTERS,29/07/2023,PIEMONTE,CN,DACIA,SANDERO 2A SERIE,3847.69,80.59
140289,79,M,CIVIL LIABILITY INSURANCE,10/05/2024,SICILIA,AG,FIAT,PUNTO 3? SERIE,2756.0,393.2
36764,59,F,GREEN LINE,05/06/2023,EMILIA ROMAGNA,RA,LANCIA,YPSILON 3A SERIE,159.82,21.5
210715,55,F,CIVIL LIABILITY INSURANCE,02/02/2023,SARDEGNA,SS,FIAT,500L,770.0,393.2
13468,77,M,CIVIL LIABILITY INSURANCE,31/10/2024,PIEMONTE,TO,VOLKSWAGEN,GOLF 7A SERIE,3220.0,393.2
87096,40,M,TRAVEL ASSISTANCE,16/09/2024,EMILIA ROMAGNA,FC,LAND ROVER,RANGE ROVER 4?SERIE,418.34,32.21
60086,82,M,CIVIL LIABILITY INSURANCE,28/12/2023,SARDEGNA,CA,FIAT,PANDA 3A SERIE,1880.0,393.2
33101,60,M,CIVIL LIABILITY INSURANCE,22/11/2022,LIGURIA,GE,FIAT,Panda 2a serie,2283.0,393.2
24071,53,M,CIVIL LIABILITY INSURANCE,09/02/2024,PIEMONTE,CN,SUZUKI,SWIFT (2017--->),1567.02,393.2
43692,68,F,CIVIL LIABILITY INSURANCE,19/11/2023,VENETO,VR,RENAULT,VI MIDLUM 220-12/C1,183.0,393.2
25000,67,F,CIVIL LIABILITY INSURANCE,11/04/2023,PUGLIA,FG,OPEL,AGILA 1? SERIE,5350.0,393.2
78021,46,M,SOCIOPOLITICAL EVENTS,02/09/2023,VENETO,VR,MERCEDES,CLASSE GLC CPE C253,6094.0,94.86
109958,38,M,CIVIL LIABILITY INSURANCE,25/05/2023,LIGURIA,GE,IVECO,DAILY  2014-->,3300.0,393.2
138394,41,F,CIVIL LIABILITY INSURANCE,14/07/2022,CAMPANIA,CE,CITROEN,C3 3a serie,1720.0,393.2
190181,52,M,CIVIL LIABILITY INSURANCE,21/08/2024,SICILIA,SR,LANCIA,Y,1838.0,393.2
137954,68,F,CIVIL LIABILITY INSURANCE,27/05/2022,TOSCANA,AR,ALFA ROMEO,Stelvio,1940.0,393.2
180718,47,M,CIVIL LIABILITY INSURANCE,14/09/2024,VENETO,RO,MBK,50 RS,3867.0,393.2
215932,45,M,TRAVEL ASSISTANCE,25/10/2023,TOSCANA,LU,FIAT,DUCATO (4? SERIE),274.99,32.21
81483,52,M,CIVIL LIABILITY INSURANCE,20/10/2023,PIEMONTE,CN,AUDI,A4 5A SERIE,934.0,393.2
86987,51,F,CIVIL LIABILITY INSURANCE,28/07/2024,PIEMONTE,CN,FIAT,PUNTO 4? SERIE,1000.0,393.2
73217,33,M,TRAVEL ASSISTANCE,24/10/2024,MARCHE,MC,AUDI,A6 5A SERIE,101.26,32.21
201466,66,F,CIVIL LIABILITY INSURANCE,12/01/2024,PIEMONTE,TO,CITROEN,C1 2A SERIE,1530.72,393.2
128217,61,M,TRAVEL ASSISTANCE,16/10/2024,VENETO,VE,PEUGEOT,208,507.0,32.21
223152,52,M,CIVIL LIABILITY INSURANCE,08/07/2022,CALABRIA,CZ,FIAT,GRANDE PUNTO,1940.0,393.2
200374,56,M,CIVIL LIABILITY INSURANCE,27/05/2023,SARDEGNA,SS,VOLKSWAGEN,GOLF 5? SERIE,380.0,393.2
220536,29,M,GLASSES,20/09/2022,SARDEGNA,SS,ALFA ROMEO,Giulietta (2010-21),150.0,47.04
107891,74,M,GLASSES,01/02/2023,LOMBARDIA,MI,SUZUKI,Ignis (2016),111.0,47.04
132008,49,F,CIVIL LIABILITY INSURANCE,11/01/2022,EMILIA ROMAGNA,RN,PEUGEOT,208,1940.0,393.2
179957,54,M,CIVIL LIABILITY INSURANCE,05/04/2022,LAZIO,VT,FIAT,500X,490.0,393.2
31244,45,M,CIVIL LIABILITY INSURANCE,09/05/2023,SICILIA,PA,VOLKSWAGEN,GOLF 7? SERIE,245.0,393.2
152916,41,F,CIVIL LIABILITY INSURANCE,13/04/2022,UMBRIA,TR,JEEP,CHEROKEE 3a SERIE,1300.0,393.2
73550,56,F,CIVIL LIABILITY INSURANCE,20/11/2022,TOSCANA,PI,Honda,NC 750,1850.0,393.2
89415,33,F,CIVIL LIABILITY INSURANCE,05/10/2024,SICILIA,PA,SMART,FORTWO 2? SERIE,1838.0,393.2
41820,42,F,CIVIL LIABILITY INSURANCE,23/09/2022,SICILIA,PA,RENAULT,Twingo 3a serie,900.0,393.2
193673,45,F,CIVIL LIABILITY INSURANCE,02/07/2024,TOSCANA,PI,,,3250.0,393.2
126293,35,M,CIVIL LIABILITY INSURANCE,11/12/2023,CALABRIA,CZ,AUDI,A3 2A SERIE,700.0,393.2
202654,51,F,CIVIL LIABILITY INSURANCE,22/10/2022,LOMBARDIA,CO,VOLVO,XC40 (2017-->),951.0,393.2
39389,70,M,GLASSES,25/03/2024,LOMBARDIA,CR,LAND ROVER,RR EVOQUE 1A SERIE,898.01,47.04
184776,51,F,CIVIL LIABILITY INSURANCE,09/06/2023,LAZIO,RM,OPEL,ASTRA,300.0,393.2
5571,50,M,GLASSES,24/07/2023,LOMBARDIA,MI,BMW,X5             E70,554.97,47.04
129231,71,M,CIVIL LIABILITY INSURANCE,10/01/2023,VENETO,PD,FORD,FIESTA 6a SERIE,5677.0,393.2
183969,77,M,SOCIOPOLITICAL EVENTS,10/10/2023,ABRUZZO,AQ,AUDI,Q5,1500.0,94.86
42283,42,F,CIVIL LIABILITY INSURANCE,25/09/2023,LOMBARDIA,CO,MERCEDES,CLASSE A  W/C169,1780.0,393.2
218770,54,M,CIVIL LIABILITY INSURANCE,23/04/2024,UMBRIA,TR,SKODA,SUPERB 3A SERIE,2128.0,393.2
41629,32,F,CIVIL LIABILITY INSURANCE,27/11/2023,FRIULI VENEZIA GIULIA,UD,PEUGEOT,208,2060.0,393.2
151164,41,M,CIVIL LIABILITY INSURANCE,26/06/2024,EMILIA ROMAGNA,FC,ALFA ROMEO,STELVIO,2200.0,393.2
122306,54,F,CIVIL LIABILITY INSURANCE,02/06/2024,VENETO,PD,PEUGEOT,208,526.0,393.2
231252,71,F,CIVIL LIABILITY INSURANCE,03/02/2023,PUGLIA,LE,PEUGEOT,207,2060.0,393.2
205792,69,F,CIVIL LIABILITY INSURANCE,28/11/2022,CAMPANIA,,SMART,forfour 1a serie,1300.0,393.2
22998,60,M,TRAVEL ASSISTANCE,02/09/2024,CAMPANIA,AV,FIAT,DOBLO 3? SERIE,260.0,32.21
66158,42,M,CIVIL LIABILITY INSURANCE,28/06/2023,TRENTINO ALTO ADIGE,BZ,BMW,X3  F25,1480.0,393.2
123804,35,M,THEFT,24/01/2024,LOMBARDIA,MI,BMW,X3        (G01/F97),7494.0,117.56
41500,66,M,CIVIL LIABILITY INSURANCE,11/06/2024,PIEMONTE,TO,TESLA,MODEL 3,273.0,393.2
116402,60,M,SOCIOPOLITICAL EVENTS,26/04/2022,LOMBARDIA,MI,FIAT,500 (2007-2016),3000.0,94.86
130059,96,M,TRAVEL ASSISTANCE,08/08/2024,CALABRIA,CZ,VOLKSWAGEN,SHARAN,241.4,32.21
49172,62,M,CIVIL LIABILITY INSURANCE,01/04/2022,VENETO,VR,CITROEN,C3 1a SERIE,1940.0,393.2
61903,66,F,CIVIL LIABILITY INSURANCE,25/03/2023,LAZIO,RI,LANCIA,YPSILON 3A SERIE,2439.0,393.2
61563,37,M,TRAVEL ASSISTANCE,29/08/2022,LOMBARDIA,VA,ALFA ROMEO,Giulietta (2010),313.78,32.21
157551,48,M,CIVIL LIABILITY INSURANCE,26/08/2022,PUGLIA,BT,FIAT,Grande Punto,1000.0,393.2
222363,62,M,GLASSES,19/03/2024,EMILIA ROMAGNA,RA,OPEL,MERIVA 2? SERIE,505.56,47.04
191540,79,M,CIVIL LIABILITY INSURANCE,18/07/2023,CALABRIA,RC,FIAT,500 (2007-2016),700.0,393.2
38796,50,F,CIVIL LIABILITY INSURANCE,11/09/2022,TOSCANA,FI,CHATENET,CH,750.0,393.2
80739,35,M,CIVIL LIABILITY INSURANCE,31/01/2023,SARDEGNA,OR,NISSAN,Navara 2a serie,1787.0,393.2
207589,62,M,CIVIL LIABILITY INSURANCE,04/12/2023,LIGURIA,SP,MERCEDES,VITO 2?S.    (W639),3800.0,393.2
39125,66,M,CIVIL LIABILITY INSURANCE,09/09/2022,EMILIA ROMAGNA,RN,AUDI,A3 3a SERIE,1940.0,393.2
163149,76,M,CIVIL LIABILITY INSURANCE,21/03/2024,VENETO,PD,BMW,SERIE 3   (E90/E91),775.0,393.2
155051,38,M,NATURAL DISASTERS,28/07/2024,VENETO,TV,BMW,SERIE 3    (F30/31),2695.45,80.59
66115,49,M,CIVIL LIABILITY INSURANCE,21/02/2024,UMBRIA,PG,PEUGEOT,PARTNER,6100.0,393.2
14371,29,M,TRAVEL ASSISTANCE,20/08/2023,VENETO,TV,NISSAN,JUKE 1? SERIE,132.98,32.21
26337,62,F,TRAVEL ASSISTANCE,03/09/2024,PUGLIA,LE,FIAT,DOBLO 1? SERIE,111.74,32.21
12472,55,F,CIVIL LIABILITY INSURANCE,01/12/2023,FRIULI VENEZIA GIULIA,UD,MAZDA,MAZDA 2,450.0,393.2
33273,45,M,GLASSES,02/02/2023,LOMBARDIA,VA,VOLKSWAGEN,Golf 6a serie,448.22,47.04
77432,60,M,CIVIL LIABILITY INSURANCE,25/12/2021,TRENTINO ALTO ADIGE,BZ,VOLKSWAGEN,Tiguan,2258.72,393.2
103834,65,M,CIVIL LIABILITY INSURANCE,20/03/2024,CAMPANIA,SA,FIAT,PANDA 3A SERIE,2700.0,393.2
184034,42,M,NATURAL DISASTERS,17/05/2023,EMILIA ROMAGNA,RA,HONDA,Civic 10a serie,5496.95,80.59
190401,71,M,SPECIAL TRAVEL,02/02/2024,LOMBARDIA,MN,AUDI,A3 1A SERIE,110.2,23.31
144068,87,M,CIVIL LIABILITY INSURANCE,27/07/2024,TOSCANA,GR,CHEVROLET,MATIZ,7122.0,393.2
78216,73,M,CIVIL LIABILITY INSURANCE,28/07/2024,LOMBARDIA,VA,TOYOTA,HILUX 3? SERIE,2128.0,393.2
234778,68,M,NATURAL DISASTERS,27/08/2022,PIEMONTE,TO,FIAT,500X,4600.0,80.59
22909,41,M,SOCIOPOLITICAL EVENTS,30/06/2023,VENETO,RO,VOLKSWAGEN,GOLF 7A SERIE,2532.79,94.86
111701,50,M,SPECIAL TRAVEL,10/01/2024,PUGLIA,BA,SUZUKI,JIMNY,111.22,23.31
76177,60,F,CIVIL LIABILITY INSURANCE,26/02/2023,LIGURIA,GE,FORD,ECOSPORT,2439.0,393.2
226728,70,M,TRAVEL ASSISTANCE,22/03/2023,EMILIA ROMAGNA,RE,HONDA,CR-V 4a SERIE 12-18,132.98,32.21
227728,54,M,CIVIL LIABILITY INSURANCE,03/10/2024,LOMBARDIA,PV,PEUGEOT,508,2600.0,393.2
9827,63,M,CIVIL LIABILITY INSURANCE,16/05/2023,LAZIO,LT,CITROEN,NEMO,2439.0,393.2
138121,51,M,THEFT,06/11/2022,LAZIO,RM,FIAT,Punto 4a serie,1135.0,117.56
135064,71,F,CIVIL LIABILITY INSURANCE,02/03/2022,LOMBARDIA,VA,CITROEN,C2,2500.0,393.2
7034,65,M,CIVIL LIABILITY INSURANCE,21/11/2023,CAMPANIA,,FIAT,IDEA,1115.5,393.2
40099,55,F,GLASSES,10/01/2024,PUGLIA,BA,FIAT,PANDA 2? SERIE,449.73,47.04
31229,59,M,CIVIL LIABILITY INSURANCE,26/01/2022,TOSCANA,PO,MERCEDES,Classe C (W/S205),1891.0,393.2
40884,49,M,NATURAL DISASTERS,10/09/2022,LOMBARDIA,BS,BMW,SERIE 3       (E36),1700.0,80.59
199123,57,F,TRAVEL ASSISTANCE,09/11/2022,PUGLIA,BA,MERCEDES,Classe GLE (W166),158.6,32.21
152372,54,M,CIVIL LIABILITY INSURANCE,03/06/2024,TOSCANA,PI,PIAGGIO,BEVERLY 300,750.0,393.2
30821,62,M,SOCIOPOLITICAL EVENTS,13/10/2024,LOMBARDIA,MN,VOLKSWAGEN,PASSAT 8? SERIE,1014.0,94.86
105952,59,M,CIVIL LIABILITY INSURANCE,26/05/2022,LOMBARDIA,CR,FORD,EcoSport,1940.0,393.2
70002,50,M,CIVIL LIABILITY INSURANCE,27/05/2022,LOMBARDIA,CO,OPEL,Corsa 4a serie,791.0,393.2
229308,51,F,CIVIL LIABILITY INSURANCE,03/07/2023,PIEMONTE,TO,KEEWAY,RKF 125,970.0,393.2
101610,47,F,CIVIL LIABILITY INSURANCE,08/01/2024,UMBRIA,PG,AIXAM,MEGA,2128.0,393.2
98672,44,M,TRAVEL ASSISTANCE,13/05/2023,ABRUZZO,TE,MERCEDES,Classe SLK (R171),132.98,32.21
196884,69,M,CIVIL LIABILITY INSURANCE,22/03/2023,EMILIA ROMAGNA,RN,FIAT,PANDA,3000.0,393.2
186628,56,F,CIVIL LIABILITY INSURANCE,04/02/2022,PUGLIA,BA,LANCIA,Ypsilon 3a serie,2090.0,393.2
18661,56,M,CIVIL LIABILITY INSURANCE,03/04/2023,CAMPANIA,,honda,honda,2650.0,393.2
161654,43,F,CIVIL LIABILITY INSURANCE,01/03/2023,LOMBARDIA,BS,CITROEN,C3 1a SERIE,2060.0,393.2
192963,53,M,NATURAL DISASTERS,24/07/2024,VENETO,VR,VOLKSWAGEN,POLO 5? SERIE,4153.0,80.59
40272,43,M,CIVIL LIABILITY INSURANCE,12/07/2022,FRIULI VENEZIA GIULIA,PN,SKODA,Octavia 3a serie,826.0,393.2
45873,63,F,CIVIL LIABILITY INSURANCE,13/04/2023,PIEMONTE,TO,TOYOTA,RAV4 2A SERIE,3209.84,393.2
100928,74,M,CIVIL LIABILITY INSURANCE,21/03/2024,VENETO,VE,FIAT,500  2015--->,2230.0,393.2
28156,55,F,NATURAL DISASTERS,12/07/2024,LOMBARDIA,MI,PEUGEOT,108,2413.43,80.59
98777,54,F,CIVIL LIABILITY INSURANCE,28/06/2022,TOSCANA,LU,SUZUKI,Ignis (2016),3905.0,393.2
115557,77,M,CIVIL LIABILITY INSURANCE,24/07/2023,SICILIA,ME,FIAT,Panda 2a serie,1787.0,393.2
221046,51,M,GLASSES,06/05/2024,LIGURIA,SP,VOLKSWAGEN,ID.3,600.0,47.04
14983,62,M,TRAVEL ASSISTANCE,07/08/2024,PIEMONTE,TO,PEUGEOT,208,126.88,32.21
174059,64,M,CIVIL LIABILITY INSURANCE,28/03/2022,VENETO,VI,FIAT,500L,400.0,393.2
10282,74,M,CIVIL LIABILITY INSURANCE,10/11/2023,TOSCANA,LI,FIAT,TIPO  2015--->,2100.96,393.2
109144,37,F,NATURAL DISASTERS,01/07/2022,VENETO,PD,FIAT,500 (2015--->),1322.0,80.59
146232,55,M,NATURAL DISASTERS,20/04/2023,LOMBARDIA,MI,PEUGEOT,208,1900.0,80.59
31783,67,F,CIVIL LIABILITY INSURANCE,16/03/2022,PUGLIA,LE,HYUNDAI,Kona,2070.0,393.2
13444,56,F,CIVIL LIABILITY INSURANCE,09/07/2022,BASILICATA,PZ,FIAT,PUNTO EVO,1690.0,393.2
219768,70,M,CIVIL LIABILITY INSURANCE,01/12/2022,FRIULI VENEZIA GIULIA,TS,FIAT,DUCATO (3? SERIE),1690.0,393.2
169908,83,M,CIVIL LIABILITY INSURANCE,23/10/2023,EMILIA ROMAGNA,RE,VOLKSWAGEN,UP,3269.64,393.2
208034,68,F,CIVIL LIABILITY INSURANCE,20/10/2024,VENETO,VI,VOLKSWAGEN,UP!,480.0,393.2
220267,59,M,SAFE REIMBURSEMENT OPTION,29/11/2023,VENETO,VR,MERCEDES,CLASSE A     (W177),885.78,106.69
237173,37,M,CIVIL LIABILITY INSURANCE,02/01/2022,CAMPANIA,,ALFA ROMEO,Giulietta (2010),2283.0,393.2
160867,50,M,CIVIL LIABILITY INSURANCE,16/09/2022,BASILICATA,PZ,ABARTH,695,1690.0,393.2
58296,65,F,CIVIL LIABILITY INSURANCE,04/11/2022,TOSCANA,PI,SUZUKI,Alto (2009--->),1317.03,393.2
102926,48,M,CIVIL LIABILITY INSURANCE,17/03/2022,TOSCANA,GR,AUDI,A3 2a serie,900.0,393.2
7054,57,M,CIVIL LIABILITY INSURANCE,08/02/2022,LOMBARDIA,VA,FIAT,Punto 3a serie,1690.0,393.2
186625,51,F,CIVIL LIABILITY INSURANCE,04/12/2023,LAZIO,RM,NISSAN,MICRA 2A SERIE,1419.5,393.2
220885,46,M,CIVIL LIABILITY INSURANCE,24/06/2022,PIEMONTE,AT,AUDI,A4 4a serie,300.0,393.2
21655,43,M,CIVIL LIABILITY INSURANCE,26/08/2024,CAMPANIA,SA,ALFA ROMEO,GIULIA (2016),1350.0,393.2
129785,29,M,TRAVEL ASSISTANCE,24/10/2022,EMILIA ROMAGNA,RN,CITROEN,C2,109.33,32.21
58848,50,M,GLASSES,15/05/2023,LOMBARDIA,VA,AUDI,A6 5? SERIE,1000.0,47.04
150609,29,F,NATURAL DISASTERS,06/07/2023,PIEMONTE,TO,FIAT,500  2015--->,3574.0,80.59
235856,50,M,GLASSES,10/02/2022,LAZIO,RM,SMART,fortwo 3as.(C/A453),356.74,47.04
141558,76,F,GLASSES,09/01/2023,PIEMONTE,AL,HYUNDAI,Getz,600.0,47.04
23787,60,F,GUARANTEE FAILURES,19/05/2024,LOMBARDIA,MI,LANCIA,YPSILON 3A SERIE,622.2,454.48
126988,66,F,CIVIL LIABILITY INSURANCE,02/06/2023,TOSCANA,LI,FIAT,PANDA 3? SERIE,2439.0,393.2
210138,69,M,CIVIL LIABILITY INSURANCE,18/06/2024,VENETO,TV,RENAULT,CAPTUR 1? SERIE,2526.0,393.2
58162,50,M,GLASSES,19/09/2023,PUGLIA,BA,OPEL,INSIGNIA 2? SERIE,400.0,47.04
8017,31,M,TRAVEL ASSISTANCE,04/02/2023,LOMBARDIA,BS,BMW,Serie 4 Coup? (F32),143.02,32.21
66708,80,M,CIVIL LIABILITY INSURANCE,04/01/2024,LAZIO,LT,FIAT,IDEA,1960.0,393.2
230370,56,M,CIVIL LIABILITY INSURANCE,22/11/2022,LAZIO,RM,CITROEN,JUMPER (3a SERIE),2700.0,393.2
30918,52,F,CIVIL LIABILITY INSURANCE,21/09/2022,SICILIA,PA,ligier,js50,1690.0,393.2
51751,34,M,GLASSES,06/12/2024,LOMBARDIA,MI,BMW,SERIE 1       (F40),526.25,47.04
237445,65,F,CIVIL LIABILITY INSURANCE,25/10/2022,LAZIO,RI,OPEL,Corsa 3a serie,7078.99,393.2
64181,32,M,CIVIL LIABILITY INSURANCE,04/07/2024,LIGURIA,SP,DACIA,DUSTER 1? SERIE,3050.0,393.2
114852,47,M,TRAVEL ASSISTANCE,06/06/2023,PIEMONTE,TO,BMW,Serie 3 (F30/F31),108.51,32.21
153547,52,M,CIVIL LIABILITY INSURANCE,14/04/2022,PUGLIA,BA,AUDI,A2,2027.2,393.2
73410,78,M,CIVIL LIABILITY INSURANCE,06/04/2022,SARDEGNA,SS,PEUGEOT,307,1940.0,393.2
87877,45,M,SOCIOPOLITICAL EVENTS,06/03/2022,PUGLIA,BT,BMW,Serie 1 (F20),1854.09,94.86
65078,74,M,CIVIL LIABILITY INSURANCE,20/08/2024,SICILIA,TP,FIAT,PANDA 2? SERIE,1838.0,393.2
84054,42,M,GLASSES,09/02/2022,VENETO,PD,VOLKSWAGEN,GOLF 6a SERIE,633.0,47.04
161317,79,F,CIVIL LIABILITY INSURANCE,17/10/2023,CAMPANIA,CE,OPEL,AGILA 1A SERIE,1030.0,393.2
81183,36,M,CIVIL LIABILITY INSURANCE,18/01/2022,PIEMONTE,NO,AUDI,A3 3a serie,700.26,393.2
60107,28,F,CIVIL LIABILITY INSURANCE,11/03/2024,EMILIA ROMAGNA,RE,LANCIA,YPSILON 3A SERIE,1378.6,393.2
83535,53,M,CIVIL LIABILITY INSURANCE,25/10/2022,LOMBARDIA,PV,OPEL,ASTRA 3? SERIE,1390.0,393.2
123508,48,M,CIVIL LIABILITY INSURANCE,17/03/2023,CAMPANIA,,MERCEDES,Classe C (W/S205),3300.0,393.2
41371,64,F,CIVIL LIABILITY INSURANCE,28/09/2024,UMBRIA,PG,PEUGEOT,2008,2128.0,393.2
4021,89,M,CIVIL LIABILITY INSURANCE,29/11/2022,PIEMONTE,TO,FIAT,Panda 2a serie,2283.0,393.2
6045,49,M,GLASSES,24/07/2022,TOSCANA,AR,FORD,WAGON,555.0,47.04
42755,22,F,CIVIL LIABILITY INSURANCE,01/08/2023,LOMBARDIA,PV,FORD,FIESTA 6? SERIE,1787.0,393.2
183352,56,M,CIVIL LIABILITY INSURANCE,20/12/2022,SICILIA,PA,PEUGEOT,2008 2a serie,650.0,393.2
70759,47,M,CIVIL LIABILITY INSURANCE,16/10/2022,TOSCANA,PO,ligier,due,2554.8,393.2
16618,42,M,CIVIL LIABILITY INSURANCE,16/02/2024,CAMPANIA,SA,VOLKSWAGEN,UP!,1300.0,393.2
202094,66,M,CIVIL LIABILITY INSURANCE,25/03/2023,LIGURIA,SP,PIAGGIO,PORTER,2439.0,393.2
130966,67,M,GLASSES,06/05/2023,CALABRIA,CZ,FIAT,500L,600.0,47.04
59589,52,M,TRAVEL ASSISTANCE,10/07/2024,EMILIA ROMAGNA,FE,MERCEDES,CLASSE A     (W176),153.95,32.21
23464,73,F,NATURAL DISASTERS,08/09/2022,LOMBARDIA,CO,MINI,Mini Countryman R60,4936.5,80.59
139716,74,F,CIVIL LIABILITY INSURANCE,23/10/2023,SICILIA,PA,HYUNDAI,COUPE 1? SERIE,4100.0,393.2
123434,80,M,CIVIL LIABILITY INSURANCE,05/09/2024,CAMPANIA,,SMART,FORFOUR 2?S. (W453),1250.0,393.2
144116,39,M,THEFT,11/12/2021,PIEMONTE,TO,BMW,X5        (F15/F85),1680.0,117.56
133508,49,M,CIVIL LIABILITY INSURANCE,21/05/2022,VENETO,VI,AUDI,A6 5a serie,1940.0,393.2
112363,63,F,GLASSES,24/07/2023,FRIULI VENEZIA GIULIA,UD,FORD,Focus 2/Focus C-Max,430.22,47.04
11746,51,M,CIVIL LIABILITY INSURANCE,01/04/2023,EMILIA ROMAGNA,FC,GRECAV,EKE L.,560.0,393.2
93686,47,M,CIVIL LIABILITY INSURANCE,18/05/2022,VENETO,PD,FORD,TRANSIT CUSTOM,3290.0,393.2
40933,64,F,CIVIL LIABILITY INSURANCE,24/09/2023,EMILIA ROMAGNA,BO,FIAT,PANDA 2? SERIE,2060.0,393.2
217657,58,M,CIVIL LIABILITY INSURANCE,16/09/2023,PIEMONTE,TO,LANCIA,YPSILON 3A SERIE,1072.32,393.2
4097,56,M,CIVIL LIABILITY INSURANCE,18/07/2022,LIGURIA,SV,BMW,Serie 2 Coup? (F22),300.0,393.2
128396,53,M,TRAVEL ASSISTANCE,29/05/2021,SARDEGNA,NU,FIAT,BRAVO 2a SERIE,132.44,32.21
41881,64,M,CIVIL LIABILITY INSURANCE,25/07/2023,LAZIO,LT,ALFA ROMEO,147 2a serie,2439.0,393.2
198015,37,F,CIVIL LIABILITY INSURANCE,23/09/2022,LOMBARDIA,LO,Honda,CB 500,1100.0,393.2
160021,49,M,CIVIL LIABILITY INSURANCE,12/09/2024,LOMBARDIA,BS,AUDI,A4 3A SERIE,2500.0,393.2
52048,57,M,CIVIL LIABILITY INSURANCE,01/04/2024,VENETO,PD,FIAT,SEICENTO,1342.0,393.2
61850,60,M,CIVIL LIABILITY INSURANCE,19/01/2023,LIGURIA,SV,SUZUKI,Jimny 3a serie,450.0,393.2
225390,85,F,CIVIL LIABILITY INSURANCE,26/07/2022,EMILIA ROMAGNA,BO,FIAT,500 (2007--->),1940.0,393.2
36276,55,M,GLASSES,15/07/2022,ABRUZZO,PE,CITROEN,C4 Cactus,800.0,47.04
202492,67,M,TRAVEL ASSISTANCE,16/06/2024,EMILIA ROMAGNA,RN,KTM,1050 ADVENTURE,212.77,32.21
90684,55,M,CIVIL LIABILITY INSURANCE,25/10/2023,LOMBARDIA,MI,SMART,FORTWO 3?S.(C/A453),2060.0,393.2
39194,48,M,CIVIL LIABILITY INSURANCE,20/02/2024,CAMPANIA,,FIAT,500L,2128.0,393.2
29715,43,M,CIVIL LIABILITY INSURANCE,09/03/2022,EMILIA ROMAGNA,MO,ALFA ROMEO,Giulietta (2010),1940.0,393.2
213644,46,M,GLASSES,28/05/2022,LOMBARDIA,CR,FIAT,Panda 2a serie,800.0,47.04
102240,52,F,CIVIL LIABILITY INSURANCE,24/02/2023,SARDEGNA,OR,VOLKSWAGEN,TIGUAN 1A SERIE,650.0,393.2
73092,69,M,CIVIL LIABILITY INSURANCE,12/01/2023,LOMBARDIA,MN,FIAT,DOBLO'CARG,2700.0,393.2
100908,48,F,CIVIL LIABILITY INSURANCE,11/05/2023,LOMBARDIA,MN,RENAULT,SCENIC 3? SERIE,2060.0,393.2
109074,73,F,GLASSES,16/08/2023,LIGURIA,SP,FIAT,500 (2007-2016),432.08,47.04
82000,55,M,CIVIL LIABILITY INSURANCE,07/10/2023,TOSCANA,AR,HONDA,SH 150,813.51,393.2
69521,36,M,GLASSES,04/04/2023,PIEMONTE,TO,ABARTH,500,600.0,47.04
18707,80,M,CIVIL LIABILITY INSURANCE,14/01/2022,PIEMONTE,TO,FIAT,Punto 3a serie,600.0,393.2
236591,64,M,CIVIL LIABILITY INSURANCE,04/12/2021,LAZIO,RM,RENAULT,CAPTUR 1a SERIE,2150.0,393.2
202927,51,M,CIVIL LIABILITY INSURANCE,17/04/2023,CAMPANIA,CE,FIAT,Punto Evo,2060.0,393.2
193247,69,F,CIVIL LIABILITY INSURANCE,16/05/2023,TOSCANA,FI,KIA,RIO 3A SERIE,2439.0,393.2
73448,49,F,TRAVEL ASSISTANCE,22/11/2023,LAZIO,RM,CITROEN,C3 AIRCROSS,277.88,32.21
215360,79,M,GUARANTEE FAILURES,17/09/2022,PIEMONTE,TO,FIAT,500L Living,590.26,454.48
